partido_nombre,candidato_nombre
COALICIÓN FUERZA CIUDADANA,LISBETH MARIANA CALA ORTEGA
PARTIDO ECOLOGISTA COLOMBIANO,CARLOS MARIN BELTRAN
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,LUIS ROBERTO ORDOÑEZ ARDILA
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,CARLOS EDUARDO MADRID GOMEZ
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,LEYDI CAROLINA GONZALEZ HERREÑO
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,CARLOS ANDRES GIL RODRIGUEZ
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,MARIA ALEJANDRA PRADA RINCON
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,OSCAR FERNANDO MEZA FLOREZ
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,GLORIA TERESA MUTIS RINCON
PARTIDO LIBERAL COLOMBIANO,OMAR FRANCISCO VIDAL ROJAS
PARTIDO LIBERAL COLOMBIANO,SANDRA TATIANA PALACIOS MATURANA
PARTIDO LIBERAL COLOMBIANO,BORIS ANDRES PEÑA MOSQUERA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ASTRID SANCHEZ MONTES DE OCA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOSE OLIVER MORENO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JIMMY RODRIGUEZ PALACIOS
"""ESPERANZA CHOCÓ""",GILDER PALACIOS MOSQUERA
"""ESPERANZA CHOCÓ""",KEVIN MOSQUERA GUERRERO
"""ESPERANZA CHOCÓ""",VIVIAN LISETH ABADIA GAMBOA
PACTO HISTÓRICO CHOCÓ,JULIANA MERCEDES MAYO SANTOS
PACTO HISTÓRICO CHOCÓ,ALEJANDRO ANTONIO RIVAS ASPRILLA
PACTO HISTÓRICO CHOCÓ,EULICES RIOS ROA
PARTIDO CENTRO DEMOCRÁTICO,CARLOS ALBERTO RENTERIA LEMOS
PARTIDO CENTRO DEMOCRÁTICO,EDWIN FERNANDO SERNA DAVID
PARTIDO CENTRO DEMOCRÁTICO,ROSA ELIS LOZANO CABRERA
PARTIDO POLÍTICO MIRA,FANNEY ALVAREZ RENTERIA
ALMA,DORALBA LOPEZ CORREA
ALMA,JOSE FERMIN HINESTROZA GONZALEZ
PARTIDO ECOLOGISTA COLOMBIANO,MARIO MENA RENTERIA
PARTIDO ECOLOGISTA COLOMBIANO,NAIRAVI MOSQUERA MOSQUERA
PARTIDO ECOLOGISTA COLOMBIANO,HECTOR ENRIQUE MENA MENDOZA
PARTIDO CENTRO DEMOCRÁTICO,DARUIN CASTELLANOS ROMERO
PARTIDO CENTRO DEMOCRÁTICO,DAVID FELIPE PEREZ TOVAR
PARTIDO CENTRO DEMOCRÁTICO,JANETH ALONSO VELASQUEZ
PACTO HISTÓRICO - FRENTE AMPLIO,MARIA DEL CARMEN MAYUSA CRUZ
PACTO HISTÓRICO - FRENTE AMPLIO,CESAR AUGUSTO DIAZ MEDINA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,RICARDO JARAMILLO BEAUMONT
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MILTON VIRGILIO CARREÑO SANCHEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LUZ MARY TORRES MARTINEZ
PARTIDO ALIANZA VERDE,MARTHA ISABEL SERRANO GARCIA
PARTIDO ALIANZA VERDE,CARLOS ARTURO VALLEJO BELTRAN
PARTIDO ALIANZA VERDE,LUIGUI RESTREPO PEREZ
MOVIMIENTO SALVACIÓN NACIONAL,CLAUDIA XIMENA CALDERON LEON
MOVIMIENTO SALVACIÓN NACIONAL,JORGE EDUARDO CARDENAS GALINDO
MOVIMIENTO SALVACIÓN NACIONAL,JOSE ANGEL MARTINEZ GUTIERREZ
AHORA COLOMBIA,TARYN GIZELL GRASS MORENO
AHORA COLOMBIA,CAMILO ANDRES PEREIRA CASTRO
AHORA COLOMBIA,NORBEY ARNULFO HERNANDEZ PINEDA
PARTIDO POLÍTICO EN MARCHA,OSCAR ENRIQUE PATIÑO LADINO
PARTIDO POLÍTICO EN MARCHA,LUIS EDUARDO MOSQUERA ARAGON
PARTIDO POLÍTICO EN MARCHA,ROSA LIBIA CUELLAR LOPEZ
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,SAID FERNANDO MARTINEZ BUTRABI
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,JORGE LUIS VASQUEZ RODRIGUEZ
PARTIDO LIGA GOBERNANTES ANTICORRUPCIÓN - LIGA,NINI JOHANA RIVERA MELO
PARTIDO ECOLOGISTA COLOMBIANO,DIANA ESPERANZA SANTOS AFANADOR
MOVIMIENTO ALIANZA DEMOCRÁTICA AMPLIA,JOSE LUIS PINZON QUINTERO
MOVIMIENTO ALIANZA DEMOCRÁTICA AMPLIA,JEFFERSON LEANDRO ROJAS MARTINEZ
MOVIMIENTO ALIANZA DEMOCRÁTICA AMPLIA,ANDREA YASMIN OROZCO NAVARRO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,VICTOR MANUEL SALCEDO GUERRERO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JHON FREDY PIMENTEL MURILLO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CARLOS EDUARDO TORO RUEDA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CARLOS ALBERTO BEJARANO CASTILLO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LADISLAO LIÑAN MARTINEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LUIS ALFONSO CHAVEZ RIVERA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,YULY ZAMANTHA MONTAÑO LOPEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MANUEL ALBERTO PINEDA VILLARREAL
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,AURA ISABEL GRANADA SANCHEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,RAFAEL GUILLERMO MAGLIONI HERMAN
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CLAUDIA VIVIANA MESA REYES
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LIMBANIA MARIA COBO CALERO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,YEISON ALEJANDRO DIAGAMA BERMUDEZ
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,JULIAN ADOLFO ROJAS MONSALVE
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,DAVID PINILLA CALERO
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,MANUEL LAUREANO TORRES MORENO
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,HERNAN SINISTERRA VALENCIA
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,STEVEN ROJAS VALENCIA
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,YEIN CAROLINA GUERRERO OSPINA
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,ANDRES FELIPE GARCES GARCES
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,ROBERT ARRECHEA TORRES
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,MARIA FERNANDA PORTELA FAJARDO
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,LUIS CARLOS GIRALDO MONTENEGRO
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,ANA LUCIA RUIZ VARON
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,JOHN JAIRO GOMEZ AGUIRRE
COALICIÓN LIBERAL - COLOMBIA RENACIENTE,NATALIA ANDREA BOTERO CEBALLOS
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,ALFREDO MONDRAGON GARZON
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,ANA LEIDY ERAZO RUIZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JORGE AUGUSTO PALACIO GARZON
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,LAURA ISABEL VERA ZAPATA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,CARLOS EDUARDO ARIZABALETA CORRAL
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,PAOLA ANDREA QUIÑONES D'HARO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,DANIEL DE JESUS MARTINEZ UPEGUI
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,ISABEL OLAYA CUERO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,CRISTOBAL CAICEDO ANGULO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,NANCY DENISE CASTILLO GARCIA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JERSAIN RIOS BRAVO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,NATALIA CORDOBA ALEGRIA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,ANDRES FELIPE ESCOBAR RUANO
PARTIDO CENTRO DEMOCRÁTICO,SANTIAGO CASTRO GOMEZ
PARTIDO CENTRO DEMOCRÁTICO,JAIME IGNACIO ARIZABALETA FAJARDO
PARTIDO CENTRO DEMOCRÁTICO,EDWIN ORLANDO RAMIREZ GIRALDO
PARTIDO CENTRO DEMOCRÁTICO,JULIO CESAR NAVARRETE PULIDO
PARTIDO CENTRO DEMOCRÁTICO,JUAN FELIPE GOMEZ CALDERON
PARTIDO CENTRO DEMOCRÁTICO,DIANA CAROLINA RODRIGUEZ RUIZ
PARTIDO CENTRO DEMOCRÁTICO,ALEJANDRA CIFUENTES REYES
PARTIDO CENTRO DEMOCRÁTICO,JAIR CARDENAS HURTADO
PARTIDO CENTRO DEMOCRÁTICO,IRMA MARIA PAYAN MORENO
PARTIDO CENTRO DEMOCRÁTICO,JORGE LUIS JUNIOR ANDRADE REVELO
PARTIDO CENTRO DEMOCRÁTICO,AMANDA BANGUERO BENITEZ
PARTIDO CENTRO DEMOCRÁTICO,LUZ DARY CASTAÑO PALACIOS
PARTIDO CENTRO DEMOCRÁTICO,MONICA AMPARO GAITAN MUÑOZ
AHORA COLOMBIA,LEIRA GISELLE RAMIREZ GODOY
AHORA COLOMBIA,JAVIER CRIALES HERNANDEZ
AHORA COLOMBIA,ALBA RUTH RICO PORTILLA
AHORA COLOMBIA,JUAN PABLO ROJAS SUAREZ
AHORA COLOMBIA,ANA CAROLINA QUIJANO VALENCIA
AHORA COLOMBIA,ROGER STIVEN LOAIZA SABOGAL
AHORA COLOMBIA,RITA ELENA QUIÑONES ARBOLEDA
AHORA COLOMBIA,CRISTOBAL ERNESTO NAVIA BURITICA
AHORA COLOMBIA,EDWIN HERNANDO MALDONADO PABON
AHORA COLOMBIA,ANDALYD RODRIGUEZ
AHORA COLOMBIA,IGOR DIEGO LEONARDO CALDERON COLORADO
AHORA COLOMBIA,YENNY OSPINA HERRERA
AHORA COLOMBIA,ESTHER SOFIA SEPULVEDA GONZALEZ
PARTIDO ALIANZA VERDE,JUAN PABLO URREA PINEDA
PARTIDO ALIANZA VERDE,ANDRES FELIPE RAMIREZ RESTREPO
PARTIDO ALIANZA VERDE,JOHN ALEXANDER LOPEZ BENAVIDES
PARTIDO ALIANZA VERDE,GEOVANNY JURADO PAZ
PARTIDO ALIANZA VERDE,YENNY FERNANDA RAMIREZ TAPIERO
PARTIDO ALIANZA VERDE,LUIS FERNANDO OSORIO SERNA
PARTIDO ALIANZA VERDE,JAIRO CAMPAZ DIAGO
PARTIDO ALIANZA VERDE,JUAN CARLOS CEBALLOS PEREA
PARTIDO ALIANZA VERDE,BEATRIZ EUGENIA ORTEGON RENGIFO
PARTIDO ALIANZA VERDE,DORIS ALICIA IBARRA TORRES
PARTIDO ALIANZA VERDE,ELMER JOSE MONTAÑA GALLEGO
PARTIDO ALIANZA VERDE,HARVI MESA
PARTIDO ALIANZA VERDE,ADRIANA PATRICIA CERON ARTEAGA
PARTIDO CONSERVADOR COLOMBIANO,CRISTIAN HERNAN VIVEROS VASQUEZ
PARTIDO CONSERVADOR COLOMBIANO,JOHN ANDERSON LOPEZ TABORDA
PARTIDO CONSERVADOR COLOMBIANO,RIGO ALEXANDER VEGA ORTIZ
PARTIDO CONSERVADOR COLOMBIANO,LILIANA PATRICIA SOLANO BEDOYA
PARTIDO CONSERVADOR COLOMBIANO,GONZALO ANDRES GIRALDO DUQUE
PARTIDO CONSERVADOR COLOMBIANO,LUIS QUIÑONES VILLARREAL
PARTIDO CONSERVADOR COLOMBIANO,CRISTIAN DAVID HERNANDEZ VICTORIA
PARTIDO CONSERVADOR COLOMBIANO,RICHARD RIVERA CAMPO
PARTIDO CONSERVADOR COLOMBIANO,ALEJANDRO GAVIRIA NOREÑA
PARTIDO CONSERVADOR COLOMBIANO,ADRIANA PITO DARAVIÑA
PARTIDO CONSERVADOR COLOMBIANO,ALVARO HERNAN CARDONA AGUILAR
PARTIDO CONSERVADOR COLOMBIANO,LUZ ANGELA PULIDO MARTINEZ
PARTIDO CONSERVADOR COLOMBIANO,YUDI TATIANA FORERO VALENCIA
CR-CJL-LIGA DE GOBERNANTES,ANA MARIA SANCLEMENTE JARAMILLO
CR-CJL-LIGA DE GOBERNANTES,HERNANDO GONZALEZ
CR-CJL-LIGA DE GOBERNANTES,EDNA MARIA TAFUR MEJIA
CR-CJL-LIGA DE GOBERNANTES,CARLOS ALBERTO MARTINEZ NOGUERA
CR-CJL-LIGA DE GOBERNANTES,ANDRES FELIPE GUZMAN MORENO
CR-CJL-LIGA DE GOBERNANTES,LUZ ADRIANA CALERO GAVIRIA
CR-CJL-LIGA DE GOBERNANTES,JUAN MANUEL LONDOÑO MUÑOZ
CR-CJL-LIGA DE GOBERNANTES,MAYRA ALEXANDRA PEÑA GARCIA
CR-CJL-LIGA DE GOBERNANTES,HAMILTON RICARD CUESTA
CR-CJL-LIGA DE GOBERNANTES,HUGO RAUL RUANO CONTA
CR-CJL-LIGA DE GOBERNANTES,JOSE ARBEY ALZATE URIBE
CR-CJL-LIGA DE GOBERNANTES,LUZ ANGELA JIMENEZ YEPES
CR-CJL-LIGA DE GOBERNANTES,LUCIANO CALDERON CASTRO
MOVIMIENTO SALVACIÓN NACIONAL,JAIRO MAURICIO ESCOBAR GUZMAN
MOVIMIENTO SALVACIÓN NACIONAL,FERNANDO ALFONSO CRUZ MONTOYA
MOVIMIENTO SALVACIÓN NACIONAL,ANDRES FELIPE GIRALDO MARTINEZ
MOVIMIENTO SALVACIÓN NACIONAL,CARLOS ANDRES GUZMAN GIL
MOVIMIENTO SALVACIÓN NACIONAL,GABRIELA GUERRERO GUERRERO
MOVIMIENTO SALVACIÓN NACIONAL,MONICA CATERINE CASTRO RODRIGUEZ
MOVIMIENTO SALVACIÓN NACIONAL,JULIO CESAR FUENMAYOR GIRON
MOVIMIENTO SALVACIÓN NACIONAL,GLADYS ARCILA NAVARRO
MOVIMIENTO SALVACIÓN NACIONAL,WILLIAM ANDRES CRUZ SANCHEZ
MOVIMIENTO SALVACIÓN NACIONAL,LIDA MARY ARIAS ZULETA
MOVIMIENTO SALVACIÓN NACIONAL,HERNAN LEON BAHAMON NAVIA
MOVIMIENTO SALVACIÓN NACIONAL,JOAQUIN MARINO ORTIZ AVIRAMA
MOVIMIENTO SALVACIÓN NACIONAL,ANDRES ESTEBAN IRIARTE NIVIA
FRENTE AMPLIO UNITARIO,MANUEL TRUQUE CORDOBA
FRENTE AMPLIO UNITARIO,AELIN MICHELLE OBANDO CALVACHE
FRENTE AMPLIO UNITARIO,GLORIA LUCIA SOTO BRAND
FRENTE AMPLIO UNITARIO,DIANA VANESSA VASQUEZ LOZANO
FRENTE AMPLIO UNITARIO,VICTOR HUGO VIDAL PIEDRAHITA
FRENTE AMPLIO UNITARIO,LUIS EDUARDO RENGIFO ROMERO
FRENTE AMPLIO UNITARIO,JHON JAIRO ROA CARDONA
FRENTE AMPLIO UNITARIO,ELOISA MONTAÑO GUERRERO
FRENTE AMPLIO UNITARIO,ALVARO NAZARENO SINISTERRA
FRENTE AMPLIO UNITARIO,LAUREANO CASTELLANOS HOYOS
FRENTE AMPLIO UNITARIO,HAROLD FERNANDO BOTERO GUTIERREZ
FRENTE AMPLIO UNITARIO,OSCAR ENRIQUE VILLERA PADILLA
FRENTE AMPLIO UNITARIO,MARLYN DAYANNA MERIZALDE CARDENAS
PARTIDO DEMÓCRATA COLOMBIANO,MARIA YOVANA RODRIGUEZ GARCIA
PARTIDO DEMÓCRATA COLOMBIANO,YULEINY ARIAS MOSQUERA
PARTIDO DEMÓCRATA COLOMBIANO,MARIA MERCEDES CORTES VIVAS
PARTIDO DEMÓCRATA COLOMBIANO,KAROL ANDREA RIASCOS MURILLO
PARTIDO DEMÓCRATA COLOMBIANO,PEDRO RONALD ALARCON GRISALES
PARTIDO DEMÓCRATA COLOMBIANO,LUIS BONILLA ESPINOZA
PARTIDO DEMÓCRATA COLOMBIANO,HEYDY JULIETH ARANGO ANGULO
PARTIDO DEMÓCRATA COLOMBIANO,OTONIEL RIVAS MOSQUERA
PARTIDO DEMÓCRATA COLOMBIANO,JESUS DAVID CANDELO HURTADO
PARTIDO DEMÓCRATA COLOMBIANO,JHONIER BECERRA GALLEGO
PARTIDO DEMÓCRATA COLOMBIANO,INGRI CATERINE GARCIA ANDULCE
PARTIDO DEMÓCRATA COLOMBIANO,JORGE DANNY ESPINEL GIRALDO
PARTIDO DEMÓCRATA COLOMBIANO,ALIRIO BENIGNO CUERO QUIÑONEZ
COALICIÓN FUERZA CIUDADANA,JAIR DE JESUS TORRES GARCIA
COALICIÓN FUERZA CIUDADANA,LUIS ALBERTO ALBAN URBANO
COALICIÓN FUERZA CIUDADANA,GLORIA AMANDA BALCAZAR
COALICIÓN FUERZA CIUDADANA,JOSE LUIS ESCOBAR RODRIGUEZ
COALICIÓN FUERZA CIUDADANA,ANA LUCIA CERON QUIÑONES
COALICIÓN FUERZA CIUDADANA,JHON JAIRO ARISTIZABAL CORDOBA
COALICIÓN FUERZA CIUDADANA,MARIA EDITH PATIÑO GUERRERO
COALICIÓN FUERZA CIUDADANA,RONALD EDUARDO SALCEDO GARCIA
COALICIÓN FUERZA CIUDADANA,DIEGO EDISON VASQUEZ MAQUILON
COALICIÓN FUERZA CIUDADANA,ELIANA MARCELA COLONIA IZQUIERDO
COALICIÓN FUERZA CIUDADANA,JUAN FELIPE PUERTA HERNANDEZ
PARTIDO POLÍTICO OXÍGENO,AIDA LILIAN GARCES RIOS
PARTIDO POLÍTICO OXÍGENO,SONJA MARIA MERCEDES MARKEN ARANGO
PARTIDO POLÍTICO OXÍGENO,CARLOS ARTURO PALAU BONILLA
PARTIDO POLÍTICO OXÍGENO,EDUARDO ANTONIO TELLO MURCIA
PARTIDO POLÍTICO OXÍGENO,MICHELLE BOTELLO ZARAMA
PARTIDO POLÍTICO OXÍGENO,CARMEN EUCARIS AGREDO RAMIREZ
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JULIETH CUCHILLO PEREZ
PARTIDO CENTRO DEMOCRÁTICO,JOSE GREGORIO ORJUELA PEREZ
PARTIDO CENTRO DEMOCRÁTICO,ANA LIGIA MORA MARTINEZ
PARTIDO CENTRO DEMOCRÁTICO,JUAN DAVID ZULUAGA ZULUAGA
PARTIDO CENTRO DEMOCRÁTICO,ANDRES FELIPE GUERRA HOYOS
PARTIDO CENTRO DEMOCRÁTICO,OSCAR DARIO PEREZ PINEDA
PARTIDO CENTRO DEMOCRÁTICO,FEDERICO EDUARDO HOYOS SALAZAR
PARTIDO CENTRO DEMOCRÁTICO,MELISSA ORREGO EUSSE
PARTIDO CENTRO DEMOCRÁTICO,MARIA TERESA MONTOYA ALVAREZ
PARTIDO CENTRO DEMOCRÁTICO,JULIAN FERNANDO LOPERA GARZON
PARTIDO CENTRO DEMOCRÁTICO,LIGIA ESTELA GIL PEREZ
PARTIDO CENTRO DEMOCRÁTICO,JHON JAIRO BERRIO LOPEZ
PARTIDO CENTRO DEMOCRÁTICO,YULIETH ANDREA SANCHEZ CARREÑO
PARTIDO CENTRO DEMOCRÁTICO,OSBALDO ANGULO DE LA ROSA
PARTIDO CENTRO DEMOCRÁTICO,DAVID TOLEDO OSPINA
PARTIDO CENTRO DEMOCRÁTICO,LINA MARCELA MENA CORDOBA
PARTIDO CENTRO DEMOCRÁTICO,SERGIO OSVALDO MOLINA PEREZ
PARTIDO CENTRO DEMOCRÁTICO,ANDRES FELIPE GAVIRIA CANO
PARTIDO CONSERVADOR COLOMBIANO,JAIME ALONSO CANO MARTINEZ
PARTIDO CONSERVADOR COLOMBIANO,JUAN CAMILO CALLEJAS TAMAYO
PARTIDO CONSERVADOR COLOMBIANO,LEONARDO ALVAREZ MARIN
PARTIDO CONSERVADOR COLOMBIANO,LUIS MIGUEL LOPEZ ARISTIZABAL
PARTIDO CONSERVADOR COLOMBIANO,CARLOS ALBERTO LOAIZA GIRALDO
PARTIDO CONSERVADOR COLOMBIANO,FRAY DANIEL SEPULVEDA RIVILLAS
PARTIDO CONSERVADOR COLOMBIANO,NICOLAS ALBEIRO ECHEVERRY ALVARAN
PARTIDO CONSERVADOR COLOMBIANO,YAN MARCILY ZULUAGA SUAREZ
PARTIDO CONSERVADOR COLOMBIANO,ERIKA JOHANNA VILLA MARIN
PARTIDO CONSERVADOR COLOMBIANO,DARIO AUGUSTO ALZATE RAMIREZ
PARTIDO CONSERVADOR COLOMBIANO,MARIANA CARVAJAL LOPEZ
PARTIDO CONSERVADOR COLOMBIANO,ADRIANA MARIA GUERRA GRACIANO
PARTIDO CONSERVADOR COLOMBIANO,ENRIQUE HUMBERTO HENAO GRANJA
PARTIDO CONSERVADOR COLOMBIANO,LUISA FERNANDA OCHOA VILLEGAS
PARTIDO CONSERVADOR COLOMBIANO,YANETH CRISTINA BEDOYA PIEDRAHITA
PARTIDO CONSERVADOR COLOMBIANO,MANUELA ARANGO URIBE
PACTO HISTÓRICO ANTIOQUIA,HERNAN MURIEL PEREZ
PACTO HISTÓRICO ANTIOQUIA,LUZ VERONICA ESTRADA HOLGUIN
PACTO HISTÓRICO ANTIOQUIA,DAVID ALEJANDRO TORO RAMIREZ
PACTO HISTÓRICO ANTIOQUIA,LUISA FERNANDA GIRALDO VILLADA
PACTO HISTÓRICO ANTIOQUIA,GABRIEL JAIME URREGO BERNAL
PACTO HISTÓRICO ANTIOQUIA,DIANA MARCELA VELASCO MORALES
PACTO HISTÓRICO ANTIOQUIA,JUAN GUILLERMO ARIAS ARIAS
PACTO HISTÓRICO ANTIOQUIA,LUISA ESTER PALACIOS SANCHEZ
PACTO HISTÓRICO ANTIOQUIA,DAVINSON ARLEY ARRIETA CARDOZO
PACTO HISTÓRICO ANTIOQUIA,ELIANA MARIA TORRES REAL
PACTO HISTÓRICO ANTIOQUIA,LARRY STEVEN HOYOS ESCOBAR
PACTO HISTÓRICO ANTIOQUIA,DORA CECILIA SALDARRIAGA GRISALES
PACTO HISTÓRICO ANTIOQUIA,FREDY EDISON LARGO SUAREZ
PACTO HISTÓRICO ANTIOQUIA,LAURA MANUELA GOMEZ OCAMPO
PACTO HISTÓRICO ANTIOQUIA,JULIO ALEJANDRO GIRALDO PEREIRA
CREEMOS,SIMON MOLINA GOMEZ
CREEMOS,HECTOR JAIME RENDON OSORIO
CREEMOS,LUIS GUILLERMO PATIÑO ARISTIZABAL
CREEMOS,GERMAN DARIO HOYOS GIRALDO
CREEMOS,INGRI EMIR HOLGUIN RENDON
CREEMOS,EDWIN ANGOLA MENA
CREEMOS,VIVIANA MUÑOZ GIRALDO
CREEMOS,JOSE MIGUEL ZULUAGA MORA
CREEMOS,CARLOS IGNACIO CUERVO VALENCIA
CREEMOS,RODRIGO PATIÑO CORREA
CREEMOS,IVAN ALONSO MONTOYA URREGO
CREEMOS,CAROLINA VARGAS GOMEZ
CREEMOS,JUAN DAVID GUZMAN CANO
CREEMOS,CLAUDIA PATRICIA HOYOS ARISMENDI
CREEMOS,CAMILA OSPINA ZAPATA
CREEMOS,CAMILA JARAMILLO CANO
CREEMOS,FABIO ALONSO NARANJO VILLADA
PARTIDO LIBERAL COLOMBIANO,NESTOR DAVID RESTREPO BONNETT
PARTIDO LIBERAL COLOMBIANO,LUIS CARLOS OCHOA TOBON
PARTIDO LIBERAL COLOMBIANO,CAMILO ANDRES GOMEZ MOSQUERA
PARTIDO LIBERAL COLOMBIANO,DIVER NEY FRANCO TEJADA
PARTIDO LIBERAL COLOMBIANO,NELIDA MARIN CHICA
PARTIDO LIBERAL COLOMBIANO,JOHN RICARDO LONDOÑO PIEDRAHITA
PARTIDO LIBERAL COLOMBIANO,PAOLA ANDREA PINEDA MONTOYA
PARTIDO LIBERAL COLOMBIANO,MARTHA EDY AGUIRRE ROJO
PARTIDO LIBERAL COLOMBIANO,HERNAN DARIO ECHEVERRI ARBOLEDA
PARTIDO LIBERAL COLOMBIANO,EICER JHONSON HOYOS OCAMPO
PARTIDO LIBERAL COLOMBIANO,SHEILA LIZEHT RODRIGUEZ VALBUENA
PARTIDO LIBERAL COLOMBIANO,YUCELLY RINCON TORRADO
PARTIDO LIBERAL COLOMBIANO,MARCO AURELIO RESTREPO GIRALDO
PARTIDO LIBERAL COLOMBIANO,JORGE IVAN GIRALDO FLOREZ
PARTIDO LIBERAL COLOMBIANO,LUCAS MUÑOZ ALVAREZ
PARTIDO LIBERAL COLOMBIANO,ISABEL DEL SOCORRO MUÑOZ PALACIO
PARTIDO LIBERAL COLOMBIANO,DANIELA DUCUARA QUESADA
AHORA COLOMBIA,NELSON FERNANDO CARMONA LOPERA
AHORA COLOMBIA,YURI MARCELA EUSSE TOBON
AHORA COLOMBIA,VICTOR JAVIER CORREA VELEZ
AHORA COLOMBIA,HANNA DIMELSA ESCOBAR CORREA
AHORA COLOMBIA,CRISTIAN CAMILO QUINTERO GIRALDO
AHORA COLOMBIA,FABIAN MARCELO BETANCUR RIVERA
AHORA COLOMBIA,ALEJANDRA SANCHEZ ZULUAGA
AHORA COLOMBIA,RAFAEL ANDRES NANCLARES OSPINA
AHORA COLOMBIA,ALEJANDRO ARCILA JIMENEZ
AHORA COLOMBIA,EBERTO SMITH SAEZ MERCADO
AHORA COLOMBIA,DANIEL OSPINA AYALA
AHORA COLOMBIA,GILBERTO ANTONIO TORRES ESPITIA
AHORA COLOMBIA,CINTHIA LIZETH FOLLECO AGUILAR
AHORA COLOMBIA,JUAN CAMILO SALAZAR MARTINEZ
AHORA COLOMBIA,VLADIMIR DE JESUS RAMIREZ RODRIGUEZ
AHORA COLOMBIA,JHOANA DE JESUS BUSTAMANTE TORRES
AHORA COLOMBIA,YERLIN TATIANA HIDALGO NARVAEZ
CR-LAU-MSN-OXI,MARIELA HENAO FLOREZ
CR-LAU-MSN-OXI,LINA MARCELA GARCIA GAÑAN
CR-LAU-MSN-OXI,MAURICIO PARODI DIAZ
CR-LAU-MSN-OXI,ARIES WEST ROWE MATEUS
CR-LAU-MSN-OXI,NATALY VELEZ LOPERA
CR-LAU-MSN-OXI,WILSON CORDOBA MENA
CR-LAU-MSN-OXI,KATHERINE VELASQUEZ SILVA
CR-LAU-MSN-OXI,LUISA DEL RIO SAAVEDRA
CR-LAU-MSN-OXI,RICARDO ROJAS ESCOBAR
CR-LAU-MSN-OXI,LAURA GALLEGO SOLIS
