partido_nombre,candidato_nombre
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,GUSTAVO GIOVANNY BARRERA SANCHEZ
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,SOLANY GARZON MENDOZA
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,CARLOS EUSTAQUIO CAÑON GUTIERREZ
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,JUAN CARLOS HERRERA CASTILLO
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,JOHANNA NATALI PEREZ LOPEZ
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,JULIETH NATALIA ONOFRE NUÑEZ
CIUDADANOS RENOVEMOS,NICOLAS DE FRANCISCO GIRALDO
CIUDADANOS RENOVEMOS,ANDRES FELIPE VASQUEZ MEJIA
CIUDADANOS RENOVEMOS,CRISTIAN LEONARDO GOMEZ LOTERO
CIUDADANOS RENOVEMOS,EDWIN ANDRES HERNANDEZ MARTINEZ
CIUDADANOS RENOVEMOS,ALEJANDRO CARVAJAL APONTE
CIUDADANOS RENOVEMOS,SOL ANGIE SUAREZ JARAMILLO
CIUDADANOS RENOVEMOS,ALEJANDRO JARAMILLO FONSECA
CIUDADANOS RENOVEMOS,WILMER ANDRES SUAREZ SANCHEZ
CIUDADANOS RENOVEMOS,JUAN CARLOS RODRIGUEZ ESCOBAR
CIUDADANOS RENOVEMOS,JORGE EDUARDO RUGE GOMEZ
CIUDADANOS RENOVEMOS,MARYORY OLAYA LANDAZURI
CIUDADANOS RENOVEMOS,LUIGI EDISON PARRA FORERO
CIUDADANOS RENOVEMOS,SARA XIMENA ESCOBAR CARRILLO
CIUDADANOS RENOVEMOS,ELIZABETH PARRA MARTINEZ
CIUDADANOS RENOVEMOS,MARTHA ROCIO BOJACA MORENO
CIUDADANOS RENOVEMOS,MARIA ALEJANDRA ANGARITA LOPEZ
CIUDADANOS RENOVEMOS,CARLOS JOSE PEREZ NIETO
CIUDADANOS RENOVEMOS,MARIA ALEJANDRA BOLIVAR MESA
NUESTRA FUERZA,LIBARDO ASPRILLA LARA
NUESTRA FUERZA,WILLIAM ALEJANDRO RIVERA CAMERO
NUESTRA FUERZA,LUIS FRANCISCO CASTAÑEDA RAVELO
NUESTRA FUERZA,JAIRO ENRIQUE CALDERON CARRERO
NUESTRA FUERZA,GINA PAOLA DIAZ LEMUS
NUESTRA FUERZA,YENNY ALEXANDRA ROMERO CASTAÑEDA
NUESTRA FUERZA,ARTHUR ALEJANDRO OSMA CARO
NUESTRA FUERZA,JULIAN DAVID CHACON MENDEZ
NUESTRA FUERZA,ANA DAYANA CORDOBA PALACIOS
NUESTRA FUERZA,KARINA RINCON GONZALEZ
NUESTRA FUERZA,MABEL ANDREA SUA TOLEDO
NUESTRA FUERZA,JUAN PABLO REALPE ARIZA
NUESTRA FUERZA,MARIA ANDREINA PAEZ COGOLLO
NUESTRA FUERZA,RUTH CRUZ VILLARRAGA
NUESTRA FUERZA,WISTON FERNEY IDROBO MOLINA
NUESTRA FUERZA,MANUEL JOSE CHITIVA MEDELLIN
NUESTRA FUERZA,JHON FREDY CORREA BUITRAGO
NUESTRA FUERZA,JOSEFINA DEL CARMEN VILLAMIL QUIROZ
ABC ALIANZA BOGOTÁ CONVERGENTE,JUANA AFANADOR MEJIA
ABC ALIANZA BOGOTÁ CONVERGENTE,CARLOS ALBERTO CARREÑO MARIN
ABC ALIANZA BOGOTÁ CONVERGENTE,WILLIAM HERNAN MORALES
ABC ALIANZA BOGOTÁ CONVERGENTE,DUVAN HERNAN LOPEZ MENESES
ABC ALIANZA BOGOTÁ CONVERGENTE,CARLOS MAURICIO GUTIERREZ LUNA
ABC ALIANZA BOGOTÁ CONVERGENTE,RICARDO ALBERTO SANCHEZ FERNANDEZ
ABC ALIANZA BOGOTÁ CONVERGENTE,ANGIE VANESSA MARTINEZ DAMIAN
ABC ALIANZA BOGOTÁ CONVERGENTE,JENNY ALEJANDRA BELTRAN MONTEALEGRE
ABC ALIANZA BOGOTÁ CONVERGENTE,JOSE LUIS LONDOÑO GOMEZ
ABC ALIANZA BOGOTÁ CONVERGENTE,NIXON AFRANIO GUTIERREZ GAONA
ABC ALIANZA BOGOTÁ CONVERGENTE,HECTOR ABRAHAM GOMEZ RODRIGUEZ
ABC ALIANZA BOGOTÁ CONVERGENTE,KARIN ABBULL FERREIRA BUCHELI
ABC ALIANZA BOGOTÁ CONVERGENTE,SUE DUARTE OVIEDO
ABC ALIANZA BOGOTÁ CONVERGENTE,LEIDY MILENA BRICEÑO PINTO
ABC ALIANZA BOGOTÁ CONVERGENTE,MARTHA SANCHEZ MATEUS
ABC ALIANZA BOGOTÁ CONVERGENTE,ALAIN MAURICIO BAYONA CORREA
ABC ALIANZA BOGOTÁ CONVERGENTE,JOSE ISAAC VALENCIA MORENO
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JOSE LUIS CRUZ LEGUIZAMO
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JOSE OCTAVIO CASTRO VASQUEZ
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",FABIO ALBERTO SERRANO GONZALEZ
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",WILLIAM ALEXANDER GUTIERREZ GONZALEZ
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",MARTHA CECILIA MARTINEZ BUENDIA
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",CESAR AUGUSTO BRAVO MOLINA
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",RICARDO HUERTAS CARDENAS
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JOHN ALEXANDER ALFONSO CHIPATECUA
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JOSE FERNANDO VARGAS
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JENNY ALEXANDRA CHANTRE LONDOÑO
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",NIDIA MARGOT RUIZ
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",RUBIELA BLANCO CORTES
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JAIME GUILLERMO HOYOS CELY
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",ANGELA RITA RIOS OTERO
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",ISMAEL LEON MARTINEZ
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",JOSE BENITO RAYO LEYTON
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",MARIA LUZ HELENA CARVAJAL GIRALDO
"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",SOLEDAD GONZALEZ STYLES
PARTIDO POLÍTICO LA FUERZA,ALEJANDRO DE LA OSSA LACAYO
PARTIDO POLÍTICO LA FUERZA,CRISTIAN ALBERTO ARIAS RIVERO
PARTIDO POLÍTICO LA FUERZA,ROCIO DEL CARMEN MARTINEZ SANTAMARIA
PARTIDO LIBERAL COLOMBIANO,PEDRO ANTONIO PATERNINA GULFO
PARTIDO LIBERAL COLOMBIANO,AVIERA MARIA CURE GARCIA
PARTIDO LIBERAL COLOMBIANO,ALBERTO MARIO ESPINOSA PARRA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MILENE JARAVA DIAZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CARLOS SIMON DIAZ ACOSTA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CARLOS ANGEL FAJARDO CARDOZO
PACTO HISTÓRICO SUCRE UNITARIOS,RODRIGO ALFONSO RAMIREZ SALAZAR
PACTO HISTÓRICO SUCRE UNITARIOS,NICOLAS DANIEL GUERRERO MONTAÑO
PACTO HISTÓRICO SUCRE UNITARIOS,LINA CARDEE CALDERON SANCHEZ
MIRA + DIGNIDAD Y COMPROMISO,ALEXANDER LUIS PEÑA CORONADO
MIRA + DIGNIDAD Y COMPROMISO,DELCY ESTHER ZUÑIGA NARVAEZ
MIRA + DIGNIDAD Y COMPROMISO,OSNAIDER ENRIQUE CARDENAS BARRIOS
PARTIDO POLÍTICO OXÍGENO,ROBERT GALVIS VARGAS
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CAMILO ESTEBAN AVILA MORALES
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LILIANA HERNANDEZ MELO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ELIECER PEREZ GALVIZ
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",OSCAR FABIAN ESPINOSA TORRES
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",DANIEL ORDOÑEZ CALDERON
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",MONICA AURORA QUEVEDO GOMEZ
PARTIDO NUEVO LIBERALISMO,DIANA PAOLA LOZANO MORENO
PARTIDO NUEVO LIBERALISMO,JESUS MARIA SANTACRUZ LOPEZ
PARTIDO NUEVO LIBERALISMO,ANGEL SIMON CRUZ HERRERA
PACTO HISTÓRICO VAUPÉS,BEATRIZ FERRER JARAMILLO
PACTO HISTÓRICO VAUPÉS,GUILLERMO CASTAÑEDA GOMEZ
PACTO HISTÓRICO VAUPÉS,SANDRA MILENA PEREZ GARCIA
PARTIDO CENTRO DEMOCRÁTICO,CESAR AUGUSTO LASSO MONSALVE
PARTIDO CENTRO DEMOCRÁTICO,YUDY ELSA CALDERON DIAZ
PARTIDO CONSERVADOR COLOMBIANO,JEIMER ALEJANDRO SUAREZ ROJAS
PARTIDO CONSERVADOR COLOMBIANO,JORGE ALEXANDER QUEVEDO HERRERA
PARTIDO CONSERVADOR COLOMBIANO,ANA DEL PILAR GALLEGO
PARTIDO LIBERAL COLOMBIANO,ALEXANDER HARLEY BERMUDEZ LASSO
PARTIDO LIBERAL COLOMBIANO,JERSON STEFFAN PINZON MEJIA
PARTIDO LIBERAL COLOMBIANO,MAYERLY LISBETH PULIDO GONZALEZ
"PARTIDO DE LA U, MIRA, NUEVO LIBERALISMO",ALONSO ALEXANDER CIFUENTES HOYA
"PARTIDO DE LA U, MIRA, NUEVO LIBERALISMO",LUIS ORLANDO CASTRO ACOSTA
"PARTIDO DE LA U, MIRA, NUEVO LIBERALISMO",XIMENA BELTRAN DIAZ
PACTO - VERDE - GUAVIARE,JOSE GERMAN OLARTE PALOMINO
PACTO - VERDE - GUAVIARE,MARY LUZ MARTINEZ DIAZ
PARTIDO CENTRO DEMOCRÁTICO,ALBERT ABELARDO SILVA SAAVEDRA
PARTIDO CENTRO DEMOCRÁTICO,FLOR YINED RAMIREZ HERNANDEZ
PUTUMAYO TAMBIÉN ES COLOMBIA,DIEGO FERNANDO ZAMBRANO PARDO
PUTUMAYO TAMBIÉN ES COLOMBIA,DEICY MARITZA SOSSA MAVISOY
PUTUMAYO TAMBIÉN ES COLOMBIA,MARIO FERNANDO JAMIOY CORTES
PUTUMAYO NOS UNE,BUANERGES FLORENCIO ROSERO PEÑA
PUTUMAYO NOS UNE,YENNY ALEXANDRA REVELO CUESVAS
PUTUMAYO NOS UNE,RUBEN ARTURO VELASQUEZ ALVARADO
PACTO VERDE PUTUMAYO,MIGUEL ANGEL RUBIO BRAVO
PACTO VERDE PUTUMAYO,YULE VIANEY ANZUETA TARACHE
PACTO VERDE PUTUMAYO,MAYELY MARTOS NARVAEZ
PARTIDO LIBERAL COLOMBIANO,WILLIAM BRIAN RIASCOS PALACIOS
PARTIDO LIBERAL COLOMBIANO,GERMAN ROBERTO ORTIZ CHAMORRO
PARTIDO LIBERAL COLOMBIANO,LEIDY YOHANA GARCIA MELENDEZ
PARTIDO CENTRO DEMOCRÁTICO,JUAN CARLOS COMETA VASQUEZ
PARTIDO CENTRO DEMOCRÁTICO,NIDIA ELENA RODRIGUEZ ORTIZ
AHORA COLOMBIA,MARTHA ISABEL GOMEZ PORTILLA
AHORA COLOMBIA,WILSON HERNANDO ANGULO ISAZA
AHORA COLOMBIA,MARVIN FERNANDO PAPAMIJA RODRIGUEZ
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,JULIETH SAMANTA FAJARDO NAVARRO
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,JOSE LUIS RODRIGUEZ MUÑOZ
PARTIDO LIBERAL COLOMBIANO,LUIS CARLOS ALVAREZ MORALES
PARTIDO LIBERAL COLOMBIANO,MARTHA LUCIA BELTRAN SALCEDO
PARTIDO LIBERAL COLOMBIANO,ILDEFONSO ALDAIR MIRELES ACEVEDO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JUAN DAVID LONDOÑO ARANGO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,XIOMARA JIMENEZ SANCHEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,HENRY ARTURO FERNANDEZ GARCIA
PARTIDO ALIANZA VERDE,OSCAR IVAN FORERO AZABACHE
PARTIDO ALIANZA VERDE,NANCY JOHANNA SILVA HERNANDEZ
PARTIDO ALIANZA VERDE,ALBEIRO BELTRAN SALCEDO
PACTO HISTÓRICO UNITARIO - VICHADA,DARIO LOPEZ PEREZ
PACTO HISTÓRICO UNITARIO - VICHADA,YAMILY CECILIA PLAZA ESTRADA
PACTO HISTÓRICO UNITARIO - VICHADA,FREDY ANTONIO LOPEZ ALVARADO
PARTIDO CENTRO DEMOCRÁTICO,JEIVER YOBANY SANCHEZ CABRERA
PARTIDO CENTRO DEMOCRÁTICO,MARTINA GOMEZ GAITAN
PARTIDO CENTRO DEMOCRÁTICO,DOUGLAS LOPEZ CHAQUEA
MIRA + DIGNIDAD Y COMPROMISO,DIANA CRISTINA PARRA CAICEDO
LA VOZ DEL AMAZONAS,ORLANDO RAYO ACOSTA
LA VOZ DEL AMAZONAS,JHICEL BENJUMEA ACOSTA
LA VOZ DEL AMAZONAS,JUSSAN ALEXANDER FUKER FIGUEREDO
PARTIDO LIBERAL COLOMBIANO,MONICA KARINA BOCANEGRA PANTOJA
PARTIDO LIBERAL COLOMBIANO,JORGE LUIZ ARENAS VALDERRAMA
PARTIDO LIBERAL COLOMBIANO,PEDRO DIXON CAHUACHE RIVERA
PARTIDO CENTRO DEMOCRÁTICO,YENICA SUGEIN ACOSTA INFANTE
PARTIDO CENTRO DEMOCRÁTICO,VICTOR HUGO MORENO BANDEIRA
PARTIDO CENTRO DEMOCRÁTICO,LUIS ROBERTO VALDERRAMA MOJICA
PACTO HISTÓRICO AMAZONAS,POMPILIO ANDRES LOSADA PINZON
PACTO HISTÓRICO AMAZONAS,MARIA GITTOMA MARIBBA
PARTIDO LIBERAL COLOMBIANO,ELIZABETH JAY-PANG DIAZ
PARTIDO LIBERAL COLOMBIANO,LUIS EDWARD TELISFORD CHOW
PARTIDO LIBERAL COLOMBIANO,OSWALDO GARCIA ORTIZ
PARTIDO POLÍTICO LA FUERZA,CHRISTHIAN MARK MOW HAWKINS
PARTIDO POLÍTICO LA FUERZA,HILLARY YOHANNA RODRIGUEZ MARTINEZ
PARTIDO POLÍTICO LA FUERZA,ELIOT ISAAC SANCHEZ RODRIGUEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,BRADISON LAWRENCE FERNANDEZ BRYAN
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CARLOS ARTURO FONTALVO SUAREZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,IDECY MAYLETH ARJONA KELLY
PARTIDO CAMBIO RADICAL,JORGE MENDEZ HERNANDEZ
PARTIDO CAMBIO RADICAL,FAUSTINO HORACIO HUDGSON WALTERS
PARTIDO CAMBIO RADICAL,MAYLIN CENITH GAITAN MOLINA
PACTO HISTÓRICO SAN ANDRÉS,LESVIA HERNANDEZ MERCADO
PACTO HISTÓRICO SAN ANDRÉS,SHOWAD LEPARD STEPHENSON SMITH
PARTIDO CENTRO DEMOCRÁTICO,JOSEPH DAN BUSH MURILLO
PARTIDO CENTRO DEMOCRÁTICO,VERONICA CONTRERAS PEREZ
PARTIDO CENTRO DEMOCRÁTICO,MIRLADYS DALLANA JULIO CARDENAS
MIRA + DIGNIDAD Y COMPROMISO,EUSTAQUIA MONTAÑO QUINTERO
MOVIMIENTO SALVACIÓN NACIONAL,IVAN IGNACIO OLIVER AMIN
PACTO HISTÓRICO SENADO,DIANA CAROLINA CORCHO MEJIA
PACTO HISTÓRICO SENADO,PEDRO HERNANDO FLOREZ PORRAS
PACTO HISTÓRICO SENADO,CARMEN PATRICIA CAICEDO OMAR
PACTO HISTÓRICO SENADO,WILSON NEBER ARIAS CASTILLO
PACTO HISTÓRICO SENADO,LAURA CRISTINA AHUMADA GARCIA
PACTO HISTÓRICO SENADO,WALTER ALFONSO RODRIGUEZ CHAPARRO
PACTO HISTÓRICO SENADO,AIDA YOLANDA AVELLA ESQUIVEL
PACTO HISTÓRICO SENADO,FERNEY SILVA IDROBO
PACTO HISTÓRICO SENADO,YULY ESMERALDA HERNANDEZ SILVA
PACTO HISTÓRICO SENADO,CARLOS ALBERTO BENAVIDES MORA
PACTO HISTÓRICO SENADO,SANDRA CLAUDIA CHINDOY JAMIOY
PACTO HISTÓRICO SENADO,JORGE ALEJANDRO OCAMPO GIRALDO
PACTO HISTÓRICO SENADO,MARIA EUGENIA LONDOÑO OCAMPO
PACTO HISTÓRICO SENADO,ALEX XAVIER FLOREZ HERNANDEZ
PACTO HISTÓRICO SENADO,KAMELIA EDITH ZULUAGA NAVARRO
PACTO HISTÓRICO SENADO,AGMETH JOSE ESCAF TIJERINO
PACTO HISTÓRICO SENADO,YAINI ISABEL CONTRERAS JIMENEZ
PACTO HISTÓRICO SENADO,CRISTIAN KEVIN GOMEZ PAZ
PACTO HISTÓRICO SENADO,ISABEL CRISTINA ZULETA LOPEZ
PACTO HISTÓRICO SENADO,MARTIN ALONSO CAICEDO CARABALI
PACTO HISTÓRICO SENADO,DEISY JOHANA OSORIO MARQUEZ
PACTO HISTÓRICO SENADO,DAVID RICARDO RACERO MAYORCA
PACTO HISTÓRICO SENADO,DEYCI ALEJANDRA OMAÑA ORTIZ
PACTO HISTÓRICO SENADO,ORLANDO MIGUEL DE LA HOZ GARCIA
PACTO HISTÓRICO SENADO,MARY JURADO PALOMINO
PACTO HISTÓRICO SENADO,ALBERTO MANUEL GASCON GIRALDO
PACTO HISTÓRICO SENADO,ETNA TAMARA ARGOTE CALDERON
PACTO HISTÓRICO SENADO,LUIS GUILLERMO PEREZ CASAS
PACTO HISTÓRICO SENADO,COLOMBIA SOFIA VILLAMIL QUIROZ
PACTO HISTÓRICO SENADO,ROBERT DAZA GUEVARA
PACTO HISTÓRICO SENADO,JAEL QUIROGA CARRILLO
PACTO HISTÓRICO SENADO,JULIO CESAR GONZALEZ QUICENO
PACTO HISTÓRICO SENADO,NELLYS MARIA CADENA ROJAS
PACTO HISTÓRICO SENADO,DAGOBERTO QUIROGA COLLAZOS
PACTO HISTÓRICO SENADO,ORSINIA PATRICIA POLANCO JUSAYU
PACTO HISTÓRICO SENADO,JORGE ANDRES CANCIMANCE LOPEZ
PACTO HISTÓRICO SENADO,SANDRA YANETH JAIMES CRUZ
PACTO HISTÓRICO SENADO,ALDO ESPINOSA RAPALINO
PACTO HISTÓRICO SENADO,DORINA HERNANDEZ PALOMINO
PACTO HISTÓRICO SENADO,FELICIANO VALENCIA MEDINA
PACTO HISTÓRICO SENADO,ROSSIH AMIRA MARTINEZ SINISTERRA
PACTO HISTÓRICO SENADO,OMAR ANDRES CAMACHO MORALES
PACTO HISTÓRICO SENADO,ROSA DEL CARMEN PEREZ TOVAR
PACTO HISTÓRICO SENADO,ALIRIO URIBE MUÑOZ
PACTO HISTÓRICO SENADO,DORIS PATRICIA CARVAJAL LONDOÑO
PACTO HISTÓRICO SENADO,EDGAR ROMERO MACIAS
PACTO HISTÓRICO SENADO,CLEMENCIA CARABALI RODALLEGA
PACTO HISTÓRICO SENADO,JARRINSON MARTINEZ COLLAZOS
PACTO HISTÓRICO SENADO,ADRIANA MARIA RUIZ HENAO
PACTO HISTÓRICO SENADO,PLUTARCO TAFUR
PACTO HISTÓRICO SENADO,LEYLA MARLENY RINCON TRUJILLO
PACTO HISTÓRICO SENADO,WILMAR FERNEY PARDO SANCHEZ
PACTO HISTÓRICO SENADO,DIANA MARCELA GOMEZ CORREAL
PACTO HISTÓRICO SENADO,DARIO FERNANDO ESCOBAR PEREZ
PACTO HISTÓRICO SENADO,GLORIA LUCERO HERRERA CONTRERAS
PACTO HISTÓRICO SENADO,ARTURO DE JESUS VILLA SERNA
PACTO HISTÓRICO SENADO,JACQUELINE CASTILLO PEÑA
PACTO HISTÓRICO SENADO,ELIECER GERARDO MORALES POLANCO
PACTO HISTÓRICO SENADO,EDUARD GIOVANNY SARMIENTO HIDALGO
PACTO HISTÓRICO SENADO,ANGELICA MARIA GUTIERREZ DAZA
PACTO HISTÓRICO SENADO,JOSE DE JESUS CAMACHO GAMERO
PACTO HISTÓRICO SENADO,LILIA CLEMENCIA SOLANO RAMIREZ
PACTO HISTÓRICO SENADO,YORDY YUNDA PAJOY
PACTO HISTÓRICO SENADO,DIANA CAROLINA MEJIA OVIEDO
PACTO HISTÓRICO SENADO,JAIME CALDERON HERRERA
PACTO HISTÓRICO SENADO,CATALINA DEL SOCORRO PEREZ PEREZ
PACTO HISTÓRICO SENADO,VALENTIN DE LA BARRERA BARRIOS
PACTO HISTÓRICO SENADO,OSCAR JULIO RINCON HERNANDEZ
PACTO HISTÓRICO SENADO,JORGE IVAN VELEZ CALVO
PACTO HISTÓRICO SENADO,MARY ANNE ANDREA PERDOMO GUTIERREZ
PACTO HISTÓRICO SENADO,HORACIO CORREA GARRIDO
PACTO HISTÓRICO SENADO,ROSALBA CARDALES SUAREZ
PACTO HISTÓRICO SENADO,JUAN FELIPE RODRIGUEZ VELEZ
PACTO HISTÓRICO SENADO,LINIBETH CRUZ BAQUERO
PACTO HISTÓRICO SENADO,ANDRES FELIPE RIOS GIRALDO
PACTO HISTÓRICO SENADO,MYRIAM TAMARA CARRERO
PACTO HISTÓRICO SENADO,RUBY STELLA MORALES SIERRA
PACTO HISTÓRICO SENADO,NINFA HERRERA DOMINGUEZ
PACTO HISTÓRICO SENADO,LUIS ENRIQUE FLOREZ AGAMEZ
PACTO HISTÓRICO SENADO,CLEMENTINA RAMIREZ
PACTO HISTÓRICO SENADO,MIGUEL VILLANUEVA VARGAS
PACTO HISTÓRICO SENADO,NUBIA ENRIQUEZ HERNANDEZ
PACTO HISTÓRICO SENADO,MIGUEL HERNAN HERNANDEZ SANCHEZ
PACTO HISTÓRICO SENADO,ALICIA RAMOS PACHECO
PACTO HISTÓRICO SENADO,GERMAN ENRIQUE BAUTISTA JAIMES
PACTO HISTÓRICO SENADO,YAQUELINE ORELLANO PACHECO
PACTO HISTÓRICO SENADO,LUIS GUILLERMO DUARTE ESCOBAR
PACTO HISTÓRICO SENADO,STALIN ANTONIO BALLESTEROS GARCIA
PACTO HISTÓRICO SENADO,MIGUEL HERNANDO MORENO ARCINIEGAS
PACTO HISTÓRICO SENADO,ROLANDO QUINTERO RAMIREZ
PACTO HISTÓRICO SENADO,ALONSO FERNANDEZ GOMEZ
PACTO HISTÓRICO SENADO,JUAN MANUEL MURILLO MARTINEZ
PACTO HISTÓRICO SENADO,ORLANDO RAFAEL MERCADO VALETA
PACTO HISTÓRICO SENADO,ALEXANDER CHALA SAENZ
PACTO HISTÓRICO SENADO,JOSE ANTONIO TAMARA LEON
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOSE ALFREDO GNECCO ZULETA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ALFREDO RAFAEL DELUQUE ZULETA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOSE DAVID NAME CARDOZO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CAMILO ANDRES VITAL HERNANDEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JULIO ALBERTO ELIAS VIDAL
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JULIO ELIAS CHAGUI FLOREZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JUAN CARLOS GARCES ROJAS
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,OSCAR EDUARDO APOLINAR MARTINEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,WILMER RAMIRO CARRILLO MENDOZA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JUAN FELIPE LEMOS URIBE
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,NORMA HURTADO SANCHEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA EMA RODRIGUEZ MOSQUERA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOHN MOISES BESAILE FAYAD
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JAVIER EDUARDO SANCHEZ RODRIGUEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANA PAOLA GARCIA SOTO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ELKIN DAVID BUENO ALTAHONA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANTONIO JOSE CORREA JIMENEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LUZ MARGOTH ROJAS ABAUNZA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MIGUEL ANGEL FLOREZ BUSTOS
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,FREDDY CAMILO GOMEZ CASTRO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JORGE ANDRES CORDERO VARILLA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,FABIAN ORLANDO RIVERA CARRILLO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA EUGENIA JARABA MARTINEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA IRMA NOREÑA ARBOLEDA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,WILLIAM MAURICIO JIMENEZ ROZO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JAVIER FERNANDEZ FRANCO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LUIS CARLOS SEGURA RUBIANO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOSE CRISTIAN LEON MOLINA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA MIRTHA ROMERO SEGURA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANDRES OLMEDO GRUESO MARTINEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANGELICA MARIA PEREIRA MUÑOZ
